content,label
我表現得像個瘋子，就像你喜歡叫我的那樣,2
我現在幾週了，哇，我感覺不舒服而且懷孕了,2
我為那次考試感到非常負擔和非常2，因為它構成了我本學期所有主要科目的總成績,0
我感覺到所有你會期待的事情興奮期待緊張恐懼懷疑,2
我愛我害怕傷害你的感覺我害怕表達我的感覺我害怕感覺,2
我現在覺得自己真的很愚蠢，這種基於直覺的事情在我的內心深處認為有問題，但我從不接受它，因為我的直覺只是偏執,0
騎馬的人告訴我，他們是一個罕見的發現，所以我覺得很幸運,3
對不起，我什至這樣做了，我現在感覺非常蹩腳，這是結束這個博客的一種糟糕的方式，但是歡迎來到一個複活節彩蛋的例子,0
我不願提及,2
當我開誠佈公地和女朋友講笑話時,3
我很難過，因為我知道我可能再也見不到昨天的孩子了,0
我覺得很糟糕我需要觀點,0
我君哲笑著說，你說話之前先看看，毛厚盾害羞地說這些話是從哪裡來的,2
我有一個機會，感到緊張和興奮，並悄悄地拉屎自己，因為害怕完全把這件事搞砸，因為它離我的舒適區太遠了,2
我承認這次我有點自負，想確保我做了頭髮，是的，在去醫院之前化了一點妝,0
我總是說這是最好的假裝，直到你對自己如此自信以至於其他人開始有同樣的感覺,3
我也為我的減肥感到自豪，幾個月後我會減掉大約公斤,3
我覺得醜陋無用和絕望,0
在泳池訓練一天后，我覺得我還有很多事情要做，才能像我尊敬的其他運動員一樣受到尊重,3
我感到筋疲力盡，但從辛勤的工作中獲得了成就和快樂,0
我對每個角落和街道都有記憶，但感覺很空虛,0
之後我感覺好多了，但做起來是最難的部分,3
只是打字我感覺更輕鬆,3
我想我並沒有真正感到厭倦，只是鞏固了我作為一名有效的瑜伽老師的個人目標和價值觀,0
我仍然感覺很糟糕，但沒那麼昏昏欲睡，而且我的皮膚有點涼,0
我仍然需要找到一種讓我感覺更放鬆的方式，或者不那麼強迫和銷售y,3
我感覺太緊張太鬆散以至於我無法決定我是誰或不再是誰,2
我想說一個非常重要的觀點，這個想法帶來的情緒不是恐懼或義務，也不是我沒有遵守規則的判斷感，因此我會受到懲罰,0
我不覺得沮喪，只是難過難過,0
我覺得這朵美妙的玫瑰長在種植者房子外面的柵欄上，我感到很興奮，他在我家附近的路邊有一個很棒的小玫瑰攤位,3
我認為大多數面對面的互動可能都很好，足夠尊重和禮貌，女士們不會感到被虐待,0
當我參加這些大都會博主的活動時，我仍然感到有點害怕,2
我最終感到很糟糕或被拒絕，僅舉幾例,1
我讓那個女人感到害怕,2
我會覺得很糟糕,0
當我感到壓力很大時，我喜歡在我們的 pinterest 上玩遊戲或回复客戶的推文,1
我覺得很髒只是打字,0
我原本以為如果沒有那種自鳴得意的那種整天訓練疲憊的感覺，我就不會滿足,3
我想我會更喜歡那種非常詳細和哥特式的令人毛骨悚然的感覺，但這本書似乎主要是關於他們在奇怪事件發生期間的日常生活,2
我可以在完全不知所措之前承擔,2
我有三天的可恨感，通常在流血前兩週左右,1
我在寫博客，因為我感到壓力過大而且我的頭在跳動,0
我感到筋疲力盡或懶得工作我想起了導遊和我的未來，我在手腕上刻上了她的名字,0
我想靠他們做正確的事，但我仍然對最佳實踐感到不安,2
我教學前班，我很喜歡，但是今年結束後，我將再次和我們一歲的孩子呆在家裡，並感謝有這樣的午餐時間，希望我不會急於到達那裡,1
我會感到不舒服,2
我感到雙腿發燙，肩膀發涼,3
今天出發前我做了一個非常快速的封面，最近感覺有點不確定，這首歌完美地描述了我的感受,2
這個問題讓我2而不是讓我難過 9 月中旬我一個人去了光河 晚上我在找住宿，走了幾英里之後我仍然找不到任何東西 我不2睡在街上但由於一些程序問題，我終於在凌晨找到了睡覺的地方,0
我同時感到不安和懶惰,2
我總是離開這樣的經歷感到有點沮喪，因為好吧,0
我夢見讓我心碎,0
我喜歡我們建立了友誼，我可以停下來檢查一下，總是感到賓至如歸,3
我覺得我終於放開了我母親的手，完全靠自己邁出了這些搖搖晃晃的步伐，但它們並沒有我想像的那樣搖擺不定，現在我想衝刺,2
我感覺到你，但 Giantpandahero 我感覺到你，但狂暴的風格,1
我什麼都感覺不到，但她很可愛，所以我也可以說出劇透的名字,3
我想享受懷孕的每一秒,3
我想要，現在我們整天不上學或其他任何事情，因為我們都覺得非常糟糕,0
今晚我發現自己在對孩子進行狙擊並為此感到內疚我意識到這有點全是我的錯,0
我很不情願不再參與他的生活但我別無選擇,2
我仔細觀察這個網絡世界正在發生的事情，我越覺得被它侮辱,1
當我看著這些人時，我無法形容那種感覺，我什至無法直視他們的眼睛，因為你會看到他們是多麼的不真誠,1
我應該去睡覺，但我不願意放手這一天,2
我感覺很奇怪,2
我把它放在包裡，因為我仍然感覺很強壯,3
我躺下我感到悲傷和無目的,0
我最近感到很苦惱，但今天早上製作後我感覺更輕鬆了,3
我覺得我在做我應該做的事，當別人想要我做的東西時，我很激動,3
我感到非常抽筋和哭泣,0
即使想到它，我也會感到噁心，我害怕如果我拒絕那可能是我們結束的開始，無論我們多麼相愛,2
我有足夠的勇氣試一試,3
我走開時感覺有點臟，就像我撒了謊一樣，儘管我知道這是一個簡單的答案,0
我從來沒有真正失去對他的感情，我想也許我們可以解決這個問題，但我並不總是覺得他對我誠實,3
我不得不說我今天仍然很感激,3
我想我已經對這件事感到非常沮喪,0
我再次感到厭惡href http www,1
我真的被這一切動搖了,2
我仍然覺得在我的好日子裡我被打得半死,0
我覺得哈林·羅斯要混蛋了,3
我開始覺得他很重視他，因為不尊重我們的計劃而去破壞了它,3
如果我嘗試過，我不會感到受折磨,1
我可能會直接得到你的 myct，我會感到失望,0
我向人們敞3扉，他們向我敞3扉和雙臂，我不禁感到尷尬,0
我感到非常不安全和敏感,2
我覺得自己像個窮鬼,0
我想她是對的，但有些日子我對我的糖蜜恢復緩慢感到不滿,1
這個週末我得到了很多東西，感覺很好,3
我今天有點感傷,0
我從早上開始感到不確定自己並且拖著，但跑步結束得很棒,2
我對此有感覺，不會對此感到惱火或煩惱,1
我也覺得冷,1
我覺得我需要一個夥伴和我一起開車來鼓起勇氣不要那麼害怕，因為我有時會因為錯過了很好的拍照機會而感到沮喪,2
我覺得你不 我真的不想被你打擾,1
我需要陽光才能感到快樂,3
我想不出比被期望處理他們的大腦還沒有裝備的材料更能讓一個年幼的孩子感到受到威脅和失控的事情,2
我覺得我擁有豐富的創造力和藝術表達，等待被發現，需要投資才能讓這一切成為現實,3
我感到被關閉，被毆打，離開時感到不被愛和孤獨，至少有一次，如果不是不止一次，來自 lt 的脾氣暴躁,0
我有點不滿意,1
我幾乎為你不得不依賴他而感到難過,0
我感覺不足或裝備不全,0
我移動到我的身體與支撐表面接觸的感覺,3
我不知道是覺得被冒犯了還是非常無賴,1
我覺得一文不值 小 單獨使用 微不足道 無人關心 就像我無關緊要,0
由於這種疾病，我一直感到非常不高興和煩躁，當健康中心的粗魯傢伙以他非常混蛋的方式告訴我我得了流感時，我有點疲倦地驚慌失措，並問他是不是指豬流感,1
我很榮幸他們讓我捕捉生活中的這些特殊時刻,3
由於某種原因，我感到特別憂鬱,0
我非常想成為我曾經不害怕鍛煉的地方，而不必權衡它會使我的雙極陷入自旋信任的可能性，並且不會感到被憎恨或評判,1
我想我對今天的世界感到失望,0
我開始懷疑,2
我感覺不像貝卡小姐，我微笑著，但一直有點動搖,2
因為她的話，我在她身邊感到膽怯,2
我失去了與食物的健康關係，我可以走進我的廚房並創造性地用食物製作色彩繽紛的美味菜餚，並為我在多年將自己與除了我的暴食之外的一切隔離之後再次做到這一點而感到自豪,3
我總是覺得自己是個負擔，這讓我感覺很糟糕,0
當有人問我時，我不得不感到嫉妒,1
我很感激我的一部分心留在弗吉尼亞,3
我喜歡漫畫節時間，即使它總是讓我感到非常嫉妒，因為有些人比我們其他人早了整整一個月閱讀新的愛情和火箭,1
昨天我上了一個小時的培訓課，這將幫助我減輕所學技術的壓力,1
我知道他們喜歡簡單的東西，就像那些非常昂貴和復雜的小工具一樣，但不幸的是，我們經常感到猶豫，甚至為生日孩子買不太貴的東西感到尷尬,2
當我得知這種毫無意義的殘忍和肆意可能不可逆轉的破壞時，我感到有點慚愧,0
即使看到這些信息，我也感到非常憤怒和骯髒,1
我確實經常感到焦躁不安或緊張不安,2
我現在感覺很勇敢，我決定重振我的博客和我正在運行的一些更大的項目,3
我覺得她會知道如何組織課程並教好,3
我做了一個關於某人的夢並且整天都感到非常羨慕和遺憾我有點理解但我不知道為什麼我會感到如此沮喪,1
對於接近他的社交圈，我不會像我一樣2,2
我想無憂無慮，玩得3，但殼是否讓我回來是另一回事,3
我想是什麼讓它感覺如此特別是親密感和電影能夠與我聯繫並將我帶到我生命中的某些時期,3
當我聽到我們的後者部長爭論目前正在討論的法律的巨大重要性時，我不會考慮成為一名共產主義者,1
我認為在明亮的夏日色彩中進行漂亮的修指甲修腳也將有助於讓我保持活力,3
我不認為自己是一個煩人的外向人，也不認為自己是一個說話幾個小時而不停下來呼吸的人，但我知道我通常會領導談話，我覺得與他人交談很舒服，我絕對不害羞,2
我知道但我仍然覺得不夠完美,3
我自己也感到震驚,2
我不後悔去感覺很棒，因為我認為我有一個很好的組合,3
我不了解你，但因為我一直在與慢性病作鬥爭，所以我感覺身體更加脆弱,2
我覺得不夠聰明不夠成功,3
我為所有那些孩子害怕的父母感到,2
我想我會和你分享這個過程，以防你覺得有創意,3
我很難過，這個女人真的不知道和她的孩子們坐在一起的快樂,0
我很同情那些在這件事上失去親人的人,0
我覺得我可以分享我想要的東西，而不會覺得我可能會佔用寶貴的時間,3
我想走進一個房間，讓某人去哇，你的頭髮看起來不錯，並且沾沾自喜,3
我不是在為自己感到難過的時候這麼說,0
我仍然能感覺到他的狂怒在我體內湧動,1
我覺得我受了委屈 總有一天說,1
我可以教你如何在公共場合講話而不會感到害怕,2
幾週前我離開山地自行車後，我仍然沒有騎山地車，但幸運的是，我感覺不像以前那麼顫抖了，這很好,2
我對那些在其他國家錯過轉機時不知何故和其他人一起出現在飛機上的笨蛋感到有點懷疑,2
我感覺很有成效,3
我不知道在哪裡感到好笑或不安,3
我今天真的很難過,0
我覺得我像毒品一樣被濫用,0
我覺得有點自私，對自己暴飲暴食感到厭惡,1
如果我不慶祝我不介意，但如果我根本沒有得到問候，我也會感到有點生氣,1
我欠你一個人情,1
我覺得他們經常被觀鳥者忽視,0
我覺得他們不會放棄我，我覺得我的女朋友不會失望,0
我真的無法擺脫國王自己討厭喬迪的感覺,1
在你現在憂鬱的城市裡，沒有星期天的家庭聚餐，我感受到了悲劇,0
我向科里發送了一條求救短信我在這裡感到害羞和奇怪，因為我確實這樣做了,2
我對向我們收取費用感到有點惱火,1
我覺得其中最危險的是阻撓改革,1
我會感到生氣，因為人們開得太傻了，這不會讓我成為一個壞人,1
我覺得我會塞得更多，所以不再有緊張的感覺,2
我對自己感到很滿意，因為這是我的第一個商業節目,3
我知道與家人保持密切的關係很重要相互溝通和表達我的感受不是以叛逆的方式而是以一種好的方式表達我的感受，為此我感謝我的父母有時仍然有時間聽我的任何廢話,1
我記得帶著我的孩子們穿著我的新衣服去散步，我感到非常高興，希望人們只要看著我就知道我是基督徒,3
我為他感到想家,0
我被這所房子和我母親拖入地獄，我現在對任何事情都不太樂觀,3
我只是覺得很難堅持這些美味的小點心,0
我覺得相信自己並讓創造力發展似乎是關鍵,3
我不知道為什麼當我看到教堂裡的人表現得很好時，我會感到很生氣，尤其是當你不能成為他們社區的一員時，因為你不是這個或那個,1
我感到各種需要和絕望，當我有外在的身體體驗並看著自己時，我感到厭惡,0
當我感到憂鬱時，我不喜歡發帖,0
我感到神經質，當我和我的治療師談論這件事時，我說我過去很擅長找到我的頭部空間,2
我記得在地獄裡的許多午餐，以及我在大一的時候在薩凡納浪費的所有時間，我不禁對她感到一絲感激，儘管她是一個可惡的婊子，我鄙視她的每一根纖維，只是承認這一點讓我的皮膚爬行,1
我可以觸摸和感覺然後在一個晴朗的日子裡輕輕地移開並裝滿我的籃子,3
我開始感到內心不安，就像我的角色已經達到頂峰一樣，我需要一個新的挑戰來不斷自我提升,2
我覺得不那麼小氣 更友好 不那麼害羞 更多理解 更少關心不重要的事情 更關心關鍵的事情,1
我承認我實際上並不胖，但我的皮膚感覺不舒服,2
當我認為我不擅長某事感覺我不完美並因此會失敗時，我會退出,3
這個週末我可能會染頭髮，我會看看我的感受，如果我能被打擾,1
我已經習慣了它們，以至於沒有它們我真的感覺很奇怪,2
我洗了個澡，化妝，穿上衣服，感覺幾乎很可愛，但我沒在做狗屎,3
我2他會被警察嚇到,2
我確實感到一種真誠的成就感,3
我想擺脫這種恐懼，但當沒人知道時我很難做到，而且我覺得太尷尬而不能要求它,0
我想外賣是不要感到有壓力買東西，因為它很貴，但工藝會讓你付出很大的代價,2
我突然覺得精力充沛,3
我相信有很多人不確定，或者在我們死的時候覺得有一個空虛的虛無或鬼魂般的孤獨,0
我感到隱約不舒服,2
我覺得對彼此說這些可愛的代碼很不友好，有時會有點過分,1
我覺得脾氣暴躁，心情不好,1
我什至不想解釋影子舞者的奇怪歷史，儘管已經有 shinobi 的控制台續集，但不是真正的控制台端口，但這是一個完全不同的遊戲 shinobi 的複仇,2
我真的覺得我已經接受了發生的事情,3
我覺得這只是一種搞砸的友誼，其他日子我覺得我只是被利用了,1
我為相信它而感到如此愚蠢,0
我現在告訴你，我有時對這一切感到沮喪,0
我天生是一個很快樂的人，但在我脾氣暴躁的那些日子裡，我更快樂，因為我有一個妹妹,1
我現在到家了，現在是下午，我感覺很沮喪,0
我為最輕微的事情感到不安,1
我能感覺到自己想要生氣，所以我就放手了，可以這麼說，留在劇本中,1
我覺得瑞典語更害羞,2
我厭倦了痛苦的感覺,0
我現在感覺很暴躁,1
從本週開始我就一直想家，星期四情況變得更糟，所以我決定星期五早上回家,0
我知道這不是真的，但有時我覺得自己是地球上最不重要的無足輕重的人,0
我不確定阿米莉亞對複活節兔子的感覺如何，她通常並不害羞，但從歷史上看，孩子們非常害怕這個毛茸茸的大朋友,2
我覺得只是想像我在做一個嚴肅的撅嘴悲傷的臉,3
我覺得我有足夠的錢買那個好吃的音箱d,3
我再次感到非常棒，因為我再次找不到教學工作,3
我已經對此感到非常興奮,3
我只是覺得如此可憐和孤獨，就像我沒有人可以說話或任何事情一樣,0
我已經完成了所有這些，但仍然感到難過,0
我喜歡你如此情緒化的感覺，它甚至可以讓你變得情緒化,0
我的意思是，如果這一切會發生，我繼續感到折磨和孤獨還有什麼？,1
我付出了我所付出的代價來停止對自己生氣，並恢復我曾經為人所知的耐心關懷和冷靜,1
我開始覺得真的 gt gt gt gt gt gt gt 很煩開車回家我的喉嚨痛,1
我會醒來感覺積極,3
我開始對進入citibella感到非常生氣,1
我感到過度緊張或完全放鬆 沒有中間的衝擊，我無法呼吸,2
我有一種感覺，忠實的羅西南特和我今晚會送貨，斯蒂芬教授笑著說,3
我開始感到非常激動、沮喪、2和焦慮,1
我心疼你在分崩離析的邊緣 ke yi zai gei ni ji hui,2
我覺得很仁慈，我把它當作一個無害的問題和某種破冰船，儘管我沒有答案,3
我覺得住在公寓裡的創意和靈感少了很多,3
我提前一天感覺很有效率,3
我對媒體的關注感到惱火,1
我對此感到憤怒,1
我喜歡幫助別人，我必須先幫助我，這對我來說很難說，因為這讓我感到自私,1
我有點想家，但我很好,0
看完之後我覺得穿睡衣很奇怪,2
我覺得人們太虛榮了，因為你沒有教他們謙卑,0
我完全歪曲了您的觀點，請隨時澄清事實,3
我做到了，這讓我感到麻木,0
我情緒化了，我覺得自己像個無情的人,1
我必須學習很多關於肢體語言的知識才能處理被拒絕孤立和被誤解的感覺,0
我的狗死於腦瘤,0
我喜歡表達我對每個人和任何人的每一個想法和感受，但我害怕被誤解,2
我感到有點壓力，因為感覺我應該一直做某事，我現在應該閱讀,1
我有很多工作，我感到不高興,1
我渴望能夠吃一頓好飯感到滿足但不生病,3
我覺得這樣說有點貪心 我不認為只有少數幾個州承認並且不授予任何联邦婚姻權利的婚姻對我來說就足夠了,1
我馬虎地說這是不可接受的，在我道歉後，我很抱歉你有這種感覺，她問你聰明嗎,3
我敢肯定，一旦我把它寫下來並在這個條目上發帖，我會感到非常尷尬,0
我父母在他們應該和解時對彼此的態度,1
我感覺糟透了，我以前也有這種情況，但是這幾天我從來沒有感到沮喪，但我要瘋了，而在另一個黑暗的一面，我為我過去的行為感到遺憾,1
我相信他不知道我的真實感受，我不僅被他深深吸引，而且他很聰明，我們實際上可以享受交談,3
我的意思是我只需要在這裡發洩一下，因為我無法向他表達自己，而不覺得我會被認為是忘恩負義的,0
我會感到不滿意,1
我覺得它的用戶友好性不如 fb,3
我需要知道她的想法和感受 無論如何這對我來說不再是休閒遊戲了,3
我不禁覺得我所有的努力都是徒勞的,0
我會覺得很忘恩負義，更不用說今晚這個精彩的活動了,0
我會在我的腦海中感受到被警察追著毆打槍殺性虐待或折磨的經歷,2
我想要兩個很高興見到我的人，而不是那些覺得我應該感謝我的幸運星的人，他們把寶貴的時間都花在了我身上,3
我感到精力充沛 情緒平衡 積極健康,3
我對這種情況感到有點瘋狂，他挽救了局面,2
我想是剝奪與家人在一起的時間讓我在真正和他們在一起時感到如此暴躁,1
我很抱歉她有這種感覺，但我不後悔這樣做,0
我遇到了很多很棒的人，直到現在我才在網上認識，我感到非常受歡迎和感激,3
我高度堅持他人的真理 人際關係和正義的真理 但直到最近我才開始覺得我終於對自己誠實了,3
我把牙刷架和牙膏搬到了水槽的那一邊,1
我將不得不告訴自己，只有一天，我會想念他並感到空虛，但我需要熬過那一天，然後突然之間，它的艱鉅性似乎不那麼大了,0
我有各種各樣的家庭，他們都不打擾我，所以這讓你感到不被愛和不受歡迎，我不希望她對我的父母有這種感覺,0
當我感到特別煩躁時，我會在午休時間做,1
我有一種可怕的感覺，當我最滿足的時候，它會以可怕的方式結束,3
當我閱讀其他徒步旅行者關於深入水底的記錄並看到經驗豐富的徒步旅行者說你不能在雨後過河並且他們說徒步旅行非常費力和危險時，我感覺不那麼懦弱了,2
在我真正開始挑戰之前，我會感到最害怕，這並沒有那麼糟糕,2
幾週前我的手機丟了，我無法開始告訴你我有多麼自由,1
我也對我的決定感到很積極,3
我覺得離開是個可怕的人,0
我感到心煩意亂，或者我的腿疼，或者我一直在睡覺,1
我目前受到頭巾服裝abaya標籤面紗藝術的啟發，該藝術迎合了所有頭巾和長袍佩戴者,3
我走出去的時候感到非常有趣和興奮，但也覺得我被拒絕了一些東西,3
我感到平靜滿足,3
我討厭混亂和無用的感覺,0
我想下次我在的時候我會要求這個不烤的，如果我覺得特別勇敢，要求它不切片，我想直接嘗試麵包風格,3
我真的很幸運，我家的人仍然珍惜這個時間並繼承這個傳統,3
我不希望我對好消息的了解無意中改變了我帖子的感覺，所以請原諒我寫的凌亂,0
我覺得如果它損壞了,0
我覺得忽略這個不明智和報復性的群體無關緊要是危險的,1
我很高興能加入一個由五個人組成的小組，我覺得他們遠遠優於我和我在美食博客上的新手方法,3
我在一個月的日子裡感到很感激，這是一個美好的月份,3
我認為傑西因為在外面感覺不到它們而感到惱火，因為每當他靠近腹部並開始說話時，紙杯蛋糕就會變得平靜,3
當我感到和受到啟發時，我會寫作,3
我覺得寫這件事很尷尬,0
我想我達到了我的騎行目標我仍然感到不滿意,1
我有點傾注了我的心聲，我覺得自己受到的侮辱不止一點，因為在某些方面，我個人對他們來說還不夠好,1
我知道隨著假期的臨近，假期可能會很艱難，您仍然面臨著一天的慶祝活動，但是您內心感到孤獨或失敗,0
我已經開始質疑我還能聽到多少次 mardy bum 並且不會感到難以置信的憤怒,1
我一直發現，作為一個凌亂的人物畫家和承認嚴重濫用畫筆的人，我對winsor amp newton sable畫筆感到有點害怕,2
我還是覺得自己很奇怪,2
我在他們的演奏中聽到的爭論要少得多，這變得更加富有想像力，這個空間讓我感到平靜和平靜,3
我覺得我應該分享這些令人驚嘆的未來主義時尚照片,3
我因為累而感到自私,1
我肯定會喜歡一種慶祝我暫時改變命運的方式，而不是躺在這裡感到焦躁和憂鬱,1
我相信不令人興奮我感到不愉快我,0
我聽過這樣的歌，喜歡爸爸蟑螂的傷疤或任何臟東西,1
我有點害怕，我2會妨礙到沒有人需要衝浪板的臉,2
我感覺到他天真的和愛的氣息在我的脖子上,3
我非常沮喪和沮喪 並沒有被討厭，只是不被喜歡,1
我覺得這反映了一個人在只購買他們在名人和雜誌上看到的趨勢時有點時尚缺乏安全感,2
我不再感到害怕了,2
我打了個寒顫，但我不覺得冷,1
我覺得我太容易脾氣暴躁和心煩意亂了，我忘記了benji還很年輕，什麼都不懂,1
我不覺得無助,2
如果您提供小費，我的司機會感到受到侮辱,1
我能感受到颱風巴勃羅受害的人們的痛苦和絕望,0
有時我仍然覺得自己像個在異國他鄉的害羞小女孩,2
我對我所知道的事情以及我如何處理自己和情況感到受到尊重,3
我只是覺得生氣,1
我想我只是感到困惑,2
我感到氣餒，我已經流下了滾燙的淚水，今天我的想法太多了，還有很多事情需要完成，包括在一個美好的春假之後慢慢回到在線大學,0
當我離開博客一段時間重新回到博客時，我總是感到緊張，但後來我這樣做了，它就像一件溫暖的毛衣，我,2
我確信有人確實在照顧我們所有人,3
我覺得我還在等待分心,1
我什至還不能完全感受到悲劇我太害怕了,2
我能感覺到我是多麼的筋疲力盡和死亡,0
我感到不被愛,0
我覺得它只是增加了這張可愛的小桌子的性格,3
我想反抗，但來自不同的文化，我感到被冒犯，我不被允許,1
當我和你在一起時，我感到非常幸福和安全,3
我覺得我的肩膀頂部有一點點刺痛或關節有些疼痛，但在大多數情況下，我的肩膀並沒有像以前那樣感到不適,0
醫生忽略了抱怨疼痛的親戚,1
當我讀到它時，我感到很羨慕,1
我覺得費德勒肯定是更有天賦的球員,3
我曾經覺得我討厭競爭，並且經常對為什麼我一直回到它感到困惑,1
我覺得有點不足，因為恐怕我錯過了這個故事的一些深度，主要是在宗教方面,0
我感到壓力,1
我仍然覺得我必須彌補我是一個自私的虛偽嫉妒可恨的少年年輕成人朋友姐妹和女兒,1
我對他感到非常厭惡,1
我必須告訴你我今天感覺很脆弱,2
我感到陰鬱的光線和純淨的雨聲落在我身上，每一滴都治癒了我的靈魂,0
我被困在家裡感覺很糟糕，無法去看我在醫院的可愛石龍子,0
我很快看到她很沮喪，感到沮喪,1
我覺得自己很愚蠢，我只是來自達卡的現實檢查這個地方不能像它感覺的那樣美妙,0
我敦促你不要在這黑暗中感到絕望,0
我做得很好，我幾乎就在那裡，但我指責他們對我撒謊讓我感覺更好,3
我在工作，感覺很宿醉，很糟糕,0
當我看到其他人去度假時，我感到非常高興,3
一想到整整一個星期都不能洗頭，我感到有些苦惱,2
我懶得找工作 我確實覺得在家裡非常沒用，然後拖延症告訴我我以後會找到一份工作，這讓我對在家裡腐爛感覺好多了,0
我覺得這很糟糕，這通常意味著我會睡得很好,0
我以前從來沒有去過傳奇，這有點令人擔憂，但她是個好女演員，因為那個迷人的女孩，我將永遠對她有溫暖的毛茸茸的感覺，如果她能做正確的事，哦男孩,3
我記錄了我有時會過度承諾的傾向，這會讓我感到筋疲力盡和不知所措,0
我為那個穿著滑稽可笑服裝的男人感到羞辱，並想知道為什麼當局必須讓他們穿上令人畏懼的合奏,0
我仍然對必須走的許多新道路感到不確定，有時我會感到迷茫,2
我覺得好害怕哈哈，但我不是絆倒,2
我不覺得受到威脅，反而更靠近他,2
我應該避免感到不確定,2
我感到非常沮喪,0
我提到在與我生活中的那些人談論我的目標和進步時感到猶豫,2
我對 pv 中的真正含義有點懷疑,2
我知道在做夢之後，睡眠應該是一個渺茫的希望，但奇怪的是，我並沒有對這個夢感到害怕或威脅,2
我今天特別沒有安全感,2
我今天感覺很醜，可能是因為這是我每月陰道流血的第一天,0
我已經改變了數百次到這個出口的車道但是當克里斯托弗沃肯在安妮大廳承認他想要直接駛入迎面而來的車輛時，我感到像伍迪艾倫一樣害怕,2
我感到無精打采 我確實列了一個清單,0
我覺得發布這個是徒勞的，但這是我今天早上用 href http www 接受的採訪,0
我認為當你對你做的事情時，你會感覺不那麼脆弱，但是當醫療護理停止時，你會感覺非常孤單,2
我想生氣，但我知道我也沒有權利，所以只是感到不安,1
我覺得脾氣暴躁,1
我覺得比以往任何時候都更有創意,3
我只是覺得很無精打采,0
我覺得在搖搖欲墜的基礎上，我不能依賴已經奏效的東西，然後感覺就像我重新開始,2
我覺得我做的真的很糟糕，我感到很慚愧,0
我沒有在這裡提到你，我們很親密請不要感到被侮辱,1
他罵我的時候我覺得很無辜,3
我對此感到難過，有時甚至感到內疚,0
我覺得它不是很愉快,3
看著他們，我不禁有些苦澀,1
我喜歡顫抖、柔軟和想要的感覺,2
我覺得他會認為我首先談到自己是諷刺的,1
我覺得學校對創業學生能達到什麼水平持懷疑態度,2
我建議你複製這篇文章，把這封信讀幾遍，然後用你自己的話來表達你的真實感受，讓它真誠，並理解你的潛在客戶需要知道他們不僅僅是一個數字,3
我感到壓力很大，幾乎要放棄並哭泣,1
我確實討厭別人的東西我有時會發現自己嫉妒別人正在完成或用他們的生活做的事情,1
我訪問了 pinterest 我發現自己越來越不適應,0
我感覺更有靈感和動力設法起床並使用,3
我仍然為無法投票給一個合適的民主社會主義政黨而感到有點苦澀,1
我現在可能只是不需要特別注意起搏，但是當你覺得自己是唯一一個受苦的人時，這真的很難,0
我很自豪我能買到這個,3
我總是感到非常悲傷，我討厭自己的生活以及我對家人所做的事情,0
我開始感到惱怒和疲憊,1
我感到無法言喻的偏執，同時又憤怒又脆弱,2
我覺得裝飾它們的美味烤椰子,3
我不知道我只是覺得那是你，因為我很害怕,2
我筋疲力盡，我對生活感到厭惡，我的幽默幾乎消失了,1
我最近感覺有點懦弱,2
我不確定我會提高我的,2
我對博士感到不滿,1
我覺得這已經相當成功了,3
我愛上了紐約市，有時我討厭它,1
我不想被那些在行動前不思考的人處以私刑或羞辱,0
我覺得夏天過得很快，這在某種程度上是超級棒的，因為我在科羅拉多州學到的所有東西都讓我興奮地回到家和回到校園,3
我感到偏執，他們會為我感到難過,2
我覺得很生氣,1
我真的想有一天嫁給一個白人，但我從來沒有和一個白人約會過，所以在某種程度上我覺得自己處於不利地位,0
我覺得讓她陷入註定失敗的婚姻和糟糕的管理，部分是他們的錯,0
我不認為任何人都有欺詐案件，也不應該有任何政府機構介入,2
我覺得他很真誠,3
我知道我們很難知道下一次見面的距離有多遠，我們會感覺像放開我們選擇繼續的這個情緒化的過山車，但無論多麼黑暗和可怕的事情可能會到達那裡隧道的盡頭,0
我今天感覺很慷慨，會嘗試附上它,3
我不禁會感到圓潤思考那些很好想的事情，只是感受一下,3
我感到諷刺和懶惰,1
我現在感到羞辱,0
我感覺精力充沛,3
我提到我今天感覺很漂亮，他們會有非常醜的孩子,3
我覺得有點像損壞的貨物,0
我有這些感覺，不會被他們的行為所困擾,1
我正在愛爾蘭探親，這讓我對自己的愛爾蘭人感到非常特別,3
我覺得很榮幸發佈在一個 href http wolfgang,3
我仍然覺得我無法克服你和 chica 的網絡，這讓我變得偏執，我不能那樣生活,2
我覺得世界上的石化樹太多了,2
我像 dam sian 一樣感到很生氣,1
我騎那輛自行車走了幾英里卻仍然跟上她，讓她感到懦弱,2
我複發了，我感覺比我生活中所面臨的更痛苦,0
我只是覺得他們在藝術領域幾乎是我的父母,3
我聽說我周圍的人在做的所有好事我感到嫉妒,1
我覺得他們比我更有才華,3
我感到偏執，同時忘記了我公司裡所有的人都和我一樣,2
我對我的托運行李是否在正確的飛機上感到有些2，但我也不想像瘋女人一樣在機場裡跑來跑去，試圖從某人那裡知道它是否真的在那兒,2
我覺得該死的昏昏沉沉,0
我一直更關注積極的方面,3
我確實感覺比我的一些已婚並有孩子的朋友優越,3
我現在感到不安全,2
作為麻醉提供者，我更有信心,3
我記得去年夏天在船上放鬆的感覺,3
